id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52615230,Family-sized 3-BR Home by Downtown DTX w King Bed,190813109,Dami,,District 4,32.70963,-96.77665,Entire home/apt,110,30,19,2024-06-01,0.78,2,320,2,
52655146,California Indoor/Outdoor Living in Central Dallas,23916014,Braden,,District 14,32.81185,-96.75823,Entire home/apt,123,5,10,2023-05-09,0.32,83,169,0,
52658284,Modern Rustic Farmhouse in the Heart of Dallas,426266783,Mary,,District 6,32.78316,-96.84811,Entire home/apt,323,1,131,2024-06-02,4.02,1,160,49,
52660034,"Henderson Hideaway - King Bed, Patio & Walkable",14879587,Jaxsie,,District 14,32.81931,-96.78336,Entire home/apt,93,1,107,2024-06-17,3.26,10,81,36,
52672195,Sophisticated brownstone home/ 2BR Pet friendly,76661556,Tadeo,,District 2,32.80828,-96.81291,Entire home/apt,167,2,80,2024-06-09,2.51,2,347,39,
52677049,The Tree-lined Condo,426417020,William,,District 2,32.8169,-96.8306,Entire home/apt,228,2,1,2021-11-07,0.03,1,364,0,
52690491,Modern townhome. New build. Great location!,49125457,Jessie,,District 2,32.8102,-96.7875,Private room,60,30,0,,,1,314,0,
52693948,Heart of Henderson - Modern with Comfy King Bed,14879587,Jaxsie,,District 14,32.819,-96.78413,Entire home/apt,95,1,69,2024-06-07,2.21,10,76,28,
52694162,• West Dallas Haven • Central • Stylish • Cozy,423036404,Bunny + Main,,District 6,32.78957,-96.85303,Entire home/apt,215,1,110,2024-06-02,3.43,2,106,35,
52700603,AMAZING PRICE West-Village Walk Anywhere,211225279,Jack,,District 14,32.80905,-96.79587,Entire home/apt,120,58,3,2022-07-08,0.10,37,263,0,
52701254,2 /2 + den King / Queen / 2 twins AMAZING LOCATION,211225279,Jack,,District 2,32.81398,-96.78644,Entire home/apt,226,90,0,,,37,314,0,
52702513,Luxury Apartment Uptown Dallas/West Village,211225279,Jack,,District 14,32.80687,-96.7955,Entire home/apt,120,20,1,2022-05-15,0.04,37,162,0,
52703629,2 TV | PARKING | W/D | WELL LOCATED,211225279,Jack,,District 14,32.80914,-96.79682,Entire home/apt,280,20,5,2024-04-18,0.15,37,314,4,
52703892,"DISCOUNT Beautiful Apartment, Amazing Location",211225279,Jack,,District 14,32.80711,-96.79931,Entire home/apt,350,12,1,2021-10-29,0.03,37,314,0,
52704634,LUXURY DOWNTOWN DALLAS HIGH RISE,153441049,Ty,,District 14,32.78206,-96.79529,Entire home/apt,163,5,61,2024-05-05,2.13,1,348,15,
52706553,AFFORDABILITY AT ITS FINEST! COZY 1 BED 1 BATH,329464978,Aly,,District 10,32.91354,-96.73747,Entire home/apt,70,14,13,2023-08-12,0.40,32,321,1,
52732527,Cozy Queen Suite in Oak Lawn,113587036,Jake & Oliver,,District 14,32.82221,-96.80684,Entire home/apt,88,1,251,2024-06-16,7.72,9,250,75,
52736738,Posh Sparkman Estates Contemporary Ranch,94118674,Caleb,,District 13,32.8902,-96.86148,Entire home/apt,261,30,4,2022-05-30,0.13,4,294,0,
52737191,Centric Location! Pool Home 5 Mins from Bishop Art,217422556,Luis,,District 1,32.73718,-96.84413,Entire home/apt,518,2,6,2024-05-05,1.78,1,81,6,
52740269,"Ra. FOR A SINGLE GUEST, A PRIVATE ROOM, BEST DEAL!",125752097,River,,District 8,32.67172,-96.74629,Private room,30,32,17,2024-05-31,0.66,8,359,12,
52740380,"Re. FOR A SINGLE GUEST, A PRIVATE ROOM, BEST DEAL!",125752097,River,,District 8,32.67086,-96.74611,Private room,49,32,1,2022-10-07,0.05,8,365,0,
52740403,"Rf. FOR A SINGLE GUEST, A PRIVATE ROOM, BEST DEAL!",125752097,River,,District 8,32.67166,-96.74782,Private room,30,32,8,2024-05-14,0.40,8,363,6,
52740437,"Rg. FOR A SINGLE GUEST, A PRIVATE ROOM, BEST DEAL!",125752097,River,,District 8,32.67176,-96.7464,Private room,36,4,0,,,8,365,0,
52740503,"Rh. FOR A SINGLE GUEST, A PRIVATE ROOM, BEST DEAL!",125752097,River,,District 8,32.67216,-96.74734,Private room,32,1,2,2023-10-25,0.16,8,365,2,
52740538,"Rj. FOR A SINGLE GUEST, A PRIVATE ROOM, BEST DEAL!",125752097,River,,District 8,32.672,-96.74666,Private room,39,32,0,,,8,365,0,
52758545,Lovely one bedroom condo in North Dallas,52127894,Andre,,District 11,32.93693,-96.80911,Entire home/apt,120,5,18,2024-04-01,0.55,13,325,3,
52774728,PERFECT FOR LONG STAYS! CENTRAL DFW,329464978,Aly,,District 10,32.9136,-96.73836,Entire home/apt,74,12,8,2024-04-28,0.26,32,136,2,
52778533,High End Downtown Home + Rooftop Terrace + Groups,243993091,Noemi,,District 14,32.79614,-96.79,Entire home/apt,276,1,194,2024-06-18,5.97,39,357,71,
52797848,Ultimate Game House with Rooftop Terrace,427431300,Valentina,,District 14,32.79753,-96.79133,Entire home/apt,138,1,145,2024-06-03,4.60,4,285,43,
52809129,LUXE Modern home + rooftop terrace near downtown,152688600,Uk,,District 4,32.74493,-96.78715,Entire home/apt,322,14,13,2022-10-09,0.54,3,0,0,
52827990,COMFORT & SIMPLICITY IN DFW! 1 BEDROOM APT!,329464978,Aly,,District 10,32.91575,-96.7375,Entire home/apt,76,14,10,2024-06-01,0.31,32,300,5,
52828704,Comfortable 1-bedroom with Great location...,91001407,Jarvis,,District 14,32.80033,-96.78525,Entire home/apt,85,1,0,,,1,355,0,
52829946,Newly Renovated-Poolside Condo by the Galleria,96360120,Javier,,District 11,32.93953,-96.81107,Entire home/apt,127,28,53,2024-05-20,1.72,1,303,20,
52839481,"Nice! Between Greenville & Lakewood, near SMU.",238615896,Nancy,,District 14,32.83151,-96.7579,Entire home/apt,137,2,98,2024-06-16,3.18,1,106,48,
52841699,Luxurious Modern Italian Style Guest Home,292411369,Christine,,District 13,32.87828,-96.80523,Entire home/apt,449,1,20,2024-06-02,0.63,1,175,8,
52844361,NEW Luxurious contemporary 3 BR home in Uptown,58632189,Suzanne,,District 2,32.808582,-96.784355,Entire home/apt,254,1,57,2024-05-31,1.79,1,341,1,
52856084,2BR | Lower Greenville | Luxury Modern | Dallas,55212553,Gloria,,District 14,32.80922,-96.76726,Entire home/apt,264,1,44,2024-04-22,1.41,1,351,7,
52859298,Uptown Dallas Home,140511718,David,,District 2,32.8066,-96.78504,Entire home/apt,370,3,28,2024-06-03,0.90,1,168,12,
52880962,CUTE APARTMENT! PERFECT FOR LONG TERM STAYS,329464978,Aly,,District 10,32.9155,-96.73741,Entire home/apt,,14,9,2023-10-30,0.28,32,303,2,
52900407,Albright❤ @ Medical Center|Dwtwn | Love Field| 1BR,339857476,Andela,,District 2,32.82792,-96.84917,Entire home/apt,155,1,10,2023-06-04,0.31,13,319,0,
52904474,Cozy Southern Comfort,65494658,Annica,,District 10,32.92752,-96.70573,Entire home/apt,191,2,20,2024-04-21,0.62,2,301,9,
52910785,"Bold CozySuites w/pool, gym, roof #2",372592509,CozySuites Dallas,,District 14,32.78255,-96.80181,Entire home/apt,183,2,46,2024-03-21,1.44,48,338,10,
52955274,4 Bed | 8 guests | 5 Mins To Bishop Arts!,428672250,Elbert,,District 4,32.71903,-96.84115,Entire home/apt,242,2,27,2024-04-24,0.85,2,87,6,
52960382,"Midcentury-modern, eclectic,Open Concept,3bedrooms",117711946,Yareli,,District 4,32.70054,-96.85475,Entire home/apt,,2,13,2023-03-24,0.61,1,0,0,
52964834,Luxurious Dallas Home - 5 minutes from Downtown,407831997,Scott,,District 6,32.78327,-96.85552,Entire home/apt,324,1,83,2024-06-02,2.60,8,148,33,
52964936,Modern Luxury Midway Hollow - Yard - Driem House,430957331,Deisy,,District 2,32.86929,-96.84977,Entire home/apt,364,5,9,2024-06-02,0.28,12,339,4,
52965158,Villa Oasis | Heated Pool & Hot tub by RelaxSTR,998462,Robert,,District 11,32.92172,-96.80327,Entire home/apt,912,1,32,2024-05-19,1.03,4,344,8,
52970318,Luxury Condo in Upscale location (Highland Park),70856957,Mariia,,District 14,32.82134,-96.81328,Entire home/apt,1500,1,0,,,1,364,0,
52987445,Modern and Unique Game House with Rooftop Terrace,427431300,Valentina,,District 14,32.79406,-96.79013,Entire home/apt,140,1,184,2024-06-04,5.77,4,283,71,
52994417,Serene retreat centrally located in DFW,157578115,Gervetti,,District 13,32.88266059794396,-96.85894304610297,Entire home/apt,173,2,53,2024-06-02,1.87,1,351,24,
53003973,Cozy 1 Bdr. With Courtyard view in Deep Ellum,402789585,Downtown Deep Ellum Hosting,,District 2,32.78498,-96.78284,Entire home/apt,79,1,136,2024-03-25,5.15,4,135,41,
53006554,East Dallas Lagoon,120943227,Clayton,,District 14,32.81875,-96.77049,Entire home/apt,2000,1,0,,,1,269,0,
53015908,Luxury Bluffview Estate,193512222,Carpediem,,District 2,32.84674,-96.82675,Entire home/apt,600,3,104,2024-06-17,3.33,21,315,61,
53044544,Cozy cottage in Bluffview with large backyard!,58943836,Cecelia,,District 13,32.85843,-96.83468,Entire home/apt,265,28,6,2024-05-11,0.22,1,138,3,
53044800,"Casa Mariposa: Extended Stays, Pets, Bishop Arts!",56393267,David,,District 1,32.75363,-96.8387,Entire home/apt,173,2,24,2024-03-26,0.82,7,323,14,
53049857,"Casa Colibri:  Extended Stays, Pets, Bishop Arts!",56393267,David,,District 1,32.75413,-96.83877,Entire home/apt,173,2,31,2024-05-28,1.05,7,306,15,
53050681,"Casa Abeja:  Extended Stays, Pets, Bishop Arts!",56393267,David,,District 1,32.75472,-96.83709,Entire home/apt,173,2,23,2023-11-13,0.87,7,330,5,
53058359,"Casa Mariquita: Extended Stays, Pets, Bishop Arts!",56393267,David,,District 1,32.75433,-96.8368,Entire home/apt,169,2,36,2024-05-26,1.15,7,312,17,
53061537,Costal Downtown Condo | Dallas Convention Center,154252749,Jen And Rick,,District 2,32.77091,-96.79427,Entire home/apt,110,60,10,2022-04-17,0.32,2,122,0,
53061804,Private Master Bedroom in a house Near Downtown,281488242,Kazeem,,District 7,32.7583,-96.76816,Private room,59,2,35,2024-06-03,1.11,4,29,5,
53063952,Cedar Pitch 3 Bedroom Entire Ranch Home In Dallas,198534710,Cesar,,District 10,32.898,-96.75091,Entire home/apt,180,4,32,2024-05-26,1.06,1,278,19,
53081707,"Centrally located 1BR with private bath, near SMU",43969628,Fisseha,,District 14,32.84327,-96.76521,Private room,65,30,7,2024-04-09,0.22,1,347,5,
53090479,Private Clean Bedroom in a house near Downtown,281488242,Kazeem,,District 7,32.76007,-96.76708,Private room,52,2,54,2024-06-03,1.69,4,39,13,
53092266,Cowboy’s Private Bedroom in a House Near Downtown,281488242,Kazeem,,District 7,32.75997,-96.7684,Private room,54,15,62,2024-05-05,1.94,4,38,15,
53097501,Uptown Dallas Loft with a Downtown View,429846432,Michelle,,District 2,32.80373,-96.7862,Entire home/apt,131,1,6,2022-02-22,0.20,1,365,0,
53116868,3rd room at green house,249960325,Tereza,,District 2,32.79341,-96.75798,Private room,44,1,60,2024-06-03,2.30,9,208,27,
53116873,2nd room at green house,249960325,Tereza,,District 2,32.79371,-96.75764,Private room,44,1,63,2024-06-13,2.50,9,201,30,
53129999,Your Modern and Bright Home w/ Private Pool,389385913,Marina,,District 13,32.919259665322336,-96.85376560439205,Entire home/apt,287,1,89,2024-05-27,2.93,13,343,36,
53135028,*Giraffe Manor* Lux 2Bd/1Bt Home,430148620,Michael,,District 2,32.81959,-96.83004,Entire home/apt,205,2,61,2024-03-16,1.91,3,65,9,
53147559,Comfy Corporate House near White Rock/Arboretum,57816029,Mitchell,,District 9,32.82975,-96.69234,Entire home/apt,225,30,14,2024-05-27,0.45,1,264,7,
53173655,*The Pink Flamingo*  Hip Studio,430148620,Michael,,District 2,32.8214,-96.82846,Entire home/apt,207,3,14,2023-08-27,0.44,3,59,1,
53184766,The Waxters Townhome,172383370,Waleed,,District 11,32.945951263180575,-96.81910731101542,Entire home/apt,105,1,32,2024-05-12,6.15,1,222,32,
53189332,Cozy 1 Bedroom Townhome 🏡 Very Beautiful,395983670,Malvin,,District 12,32.98735,-96.83242,Entire home/apt,90,3,21,2024-05-30,0.72,1,189,4,
53214310,Spacious Loft with Resort Pool and Fireplace,23916014,Braden,,District 14,32.8095,-96.75663,Entire home/apt,124,5,20,2024-05-06,0.70,83,322,10,
53215320,Modern Dallas+Peaceful 3 Bedroom/2.5 Bathroom Home,50537473,Nitin,,District 3,32.71766,-96.90085,Entire home/apt,147,2,24,2024-05-12,0.76,2,328,15,
53218531,1) An entire apartment in the heart of Bishop Arts,409774727,Mario,,District 1,32.74642,-96.8313,Entire home/apt,84,2,66,2024-04-09,2.10,2,361,20,
53231309,✭✭✭  Modern | 2 TV | KING | FREE Parking | W/D ✭✭✭,108514926,Dalls,,District 11,32.93082,-96.82138,Entire home/apt,140,56,11,2024-06-02,0.38,122,334,3,
53239776,"Spacious and Bright, 2-Story Executive Loft",23916014,Braden,,District 14,32.8097,-96.75627,Entire home/apt,114,5,14,2024-03-19,0.50,83,330,4,
53253320,Vibrant Home by Bishop Arts & Downtown,315410655,Alisha And Oscar,,District 1,32.72788,-96.84933,Entire home/apt,109,1,156,2024-06-13,4.97,1,62,46,
53258922,Preston Hollow Home + Garage Apt / Large Yard,430957331,Deisy,,District 13,32.87945,-96.78607,Entire home/apt,552,5,5,2022-12-27,0.17,12,291,0,
53263002,The Retreat-near DT and Uptown Dallas,99278502,Mia,,District 6,32.78522,-96.85558,Entire home/apt,356,1,132,2024-06-05,4.18,2,314,59,
53268897,New Cozy Home in Dallas near Bishop Arts District,431246376,Carlos,,District 1,32.73548,-96.8431,Entire home/apt,263,14,18,2023-12-11,0.60,1,362,5,
53273210,Quiet & Comfy Minutes from White Rock Lake,11450240,Rebecca And Clay,,District 7,32.79522,-96.70553,Entire home/apt,232,1,84,2024-05-30,2.82,3,88,20,
53274331,"Historic District, Walk Score 93, Pool's Open!",431286808,Vector Travel Dallas,,District 14,32.7823,-96.80653,Entire home/apt,108,2,168,2024-05-13,5.38,2,0,23,
53279908,Preston Hollow Charming Cottage / Large Yard,430957331,Deisy,,District 13,32.88049,-96.78826,Entire home/apt,314,5,26,2024-05-05,0.84,12,347,10,
53280093,#2 Ashcrest Long-term Stay by Big Cedar Wilderness,43897852,Ruth,,District 3,32.64312,-96.95496,Private room,,1,1,2024-05-04,0.63,4,0,1,
53282412,Cozy Downtown Dallas Hideaway,200596561,Adrianna,,District 2,32.77029,-96.79289,Entire home/apt,133,1,112,2024-05-26,3.67,1,343,26,
53308200,City Chic Lower Greenville Townhome,414861542,Jacob,,District 14,32.80855777103866,-96.77016321217619,Entire home/apt,209,2,48,2024-05-13,1.54,10,195,11,
53309286,Apartment at Ventana Canyon,431586546,Custer,,District 2,32.813820495185205,-96.78069616399515,Entire home/apt,99,2,7,2024-06-09,2.56,4,314,7,
53311487,"Contemporary Unit 303, Toluca 98",431586546,Custer,,District 2,32.82458705476505,-96.82229975926353,Entire home/apt,99,2,4,2024-06-16,1.64,4,360,4,
53344700,Spectacular retreat with fireplace & new deck,29282195,Audie,,District 2,32.82803,-96.82221,Entire home/apt,192,5,13,2024-06-08,0.43,4,165,10,
53349624,Amyfinehouse |Walkable 3BR Apt| Pool+Desk+Wifi+Gym,36151189,Grace,,District 14,32.80461,-96.80267,Entire home/apt,351,1,20,2024-03-31,0.64,38,355,6,
53356891,NEW Dallas Condo - 1 bedroom / 1 bath + pool view,121544944,Taylor,,District 11,32.95509,-96.79957,Entire home/apt,109,2,73,2024-05-31,2.47,3,336,27,
53365023,Cozy Home in Cul De Sac Close to Downtown/Uptown,63277874,Shawn,,District 14,32.79245,-96.78822,Entire home/apt,150,2,61,2024-05-20,2.03,1,137,20,
53386506,Blue City Cottage- Peaks Historic District,66922859,Vanessa,,District 2,32.7981,-96.76862,Entire home/apt,192,30,26,2022-08-28,0.83,2,171,0,
53441359,LongTerm 3 Bd Home,374670018,Jeffery,,District 5,32.75333,-96.69082,Entire home/apt,,7,9,2023-11-04,0.31,1,2,1,
53451132,De La Rosa Guesthouse,432811624,Rosa,,District 6,32.87427,-96.85957,Entire home/apt,86,3,113,2024-06-01,3.71,2,139,42,
53460693,The Homey Bishop [Family-Friendly][King/Queen Bed],432900532,Brenda,,District 1,32.73593,-96.87112,Entire home/apt,,2,76,2024-06-11,2.51,1,0,27,
53478524,"Great location, Relaxing, Cozy Country Home",433049264,Claudia,,District 3,32.681519,-96.918694,Entire home/apt,146,3,109,2024-06-12,3.55,1,54,45,
53483969,Overnight Gallery! The Art House! Mins to Downtown,259327790,Jair,,District 6,32.78621,-96.84954,Entire home/apt,379,1,95,2024-04-27,3.05,1,202,34,
53491948,It's a nice two bedroom two bath in a nice area,432144495,Suliman,,District 10,32.88055,-96.71583,Private room,80,1,2,2022-06-09,0.08,1,364,0,
53499743,Captivating Getaway DownTown | Uptown | DeepEllum,433219492,Dazilli,,District 2,32.80627307928532,-96.77434876672328,Entire home/apt,80,2,66,2024-06-03,2.12,2,313,20,
53500517,Stylish 4 BR Downtown Home with Massive Backyard,407831997,Scott,,District 6,32.79319,-96.87676,Entire home/apt,317,1,77,2024-05-18,2.52,8,183,28,
53506829,KING | GYM | POOL | 2 Tvs | Free Parking,112593570,Max,,District 14,32.80916311602561,-96.79857513569986,Entire home/apt,300,28,1,2024-03-17,0.31,24,362,1,
53508170,"Modern, contemporary, remodeled near the Galleria",20723063,Vlad,,District 11,32.939421349537376,-96.80903716604983,Entire home/apt,94,7,9,2024-06-11,0.79,2,301,9,
53523885,KING | GYM | POOL | 2 TVS | PARKING  | W/D,112593570,Max,,District 14,32.805238245727786,-96.79773727493509,Entire home/apt,290,20,1,2024-03-11,0.29,24,314,1,
53545985,Cozy home near Lake & Arboretum - 1,18109482,Joseph,,District 9,32.83586,-96.67837,Private room,40,30,3,2024-02-20,0.25,2,313,3,
53554157,Modern | 2 TV | king | free parking | W/D,108514926,Dalls,,District 11,32.92859,-96.82111,Entire home/apt,145,56,7,2024-02-07,0.41,122,325,3,
53554565,Modern | 2 TV | king | free parking | W/D,112593570,Max,,District 11,32.93007,-96.82088,Entire home/apt,145,90,1,2022-05-27,0.04,24,346,0,
53559523,Near Bishop Arts & Downtown,22801521,Lauren,,District 1,32.75498,-96.85903,Entire home/apt,79,30,1,2022-08-20,0.04,1,305,0,
53572276,Cheerful 4 bedroom home in a serene neighborhood,433845438,Radmila,,District 7,32.78403,-96.70444,Entire home/apt,178,2,166,2024-06-07,5.41,2,342,46,
53611784,Cozy Bungalow near Bishop Arts by RelaxSTR,998462,Robert,,District 1,32.72674,-96.84231,Entire home/apt,160,1,25,2024-05-29,0.83,4,356,3,
53612067,Lake Highlands Executive Loft,66495713,M,,District 10,32.88608,-96.73209,Entire home/apt,123,2,46,2024-06-15,1.50,2,362,11,
53613729,Preston Hollow Haven,62395523,Brian,,District 13,32.88047,-96.78998,Entire home/apt,519,30,7,2023-12-26,0.23,2,274,1,
53622298,"Casa Platino: 4 Bedrms, Pets, big yard, BishopArts",56393267,David,,District 1,32.75442,-96.83696,Entire home/apt,244,3,15,2023-11-16,0.51,7,361,3,
53631046,Brand new apartment 2 tvs,425360844,Francesca,,District 2,32.8008,-96.77833,Entire home/apt,99,1,15,2024-05-27,0.86,3,354,12,
53648194,Lovers Ln Condo,82201141,Lucio Properties LLC,,District 13,32.85159,-96.82758,Entire home/apt,100,20,17,2023-11-19,0.55,2,354,1,
53671220,Ground Floor 1-Bedroom Apartment in Bishop Arts,55953759,Amy,,District 1,32.7473826,-96.82669729999999,Entire home/apt,55,1,0,,,1,49,0,
53671221,Cheery 1 bedroom apartment in Bishop Arts,275535,Jason,,District 1,32.747353,-96.82666,Entire home/apt,77,1,202,2024-06-05,6.63,1,77,79,
53671521,Lake Highlands townhouse with 2 BR and office.,434650527,Calumet,,District 13,32.89115532001647,-96.7627628090016,Entire home/apt,150,30,8,2023-12-27,0.31,1,321,2,
53674229,Quiet University Condo + Covered Pkg,66471365,Tinker,,District 14,32.84276,-96.76684,Entire home/apt,102,5,7,2024-04-15,0.24,5,211,1,
53677550,"Quiet Lakeside Living, Prime & Centrally Located",434714058,Willibroad,,District 13,32.87611,-96.76646,Entire home/apt,122,1,6,2024-04-08,0.21,1,358,1,
53681618,Thirty days minimum stay. Queen Size Bedroom.,64684142,Eslendy,,District 12,33.00425,-96.79649,Private room,30,30,66,2023-09-25,2.19,3,323,12,
53701208,😍Oasis Backyard with heated Pool & Jacuzzi 🎬 Movie,87791367,Alyssia,,District 9,32.88549,-96.58036,Entire home/apt,525,1,77,2024-06-06,2.86,1,349,22,
53706659,HIGH END LUXURY HOME IN THE BEST AREA,79178331,Ricky,,District 14,32.81841,-96.78976,Entire home/apt,614,4,0,,,2,364,0,
53711882,The beast Place in Dallas Long and Short Stays,211225279,Jack,,District 2,32.79135,-96.80946,Entire home/apt,122,30,1,2022-04-08,0.04,37,231,0,
53721334,Eclectic Urban Loft with CoWorking,91195494,Steven,,District 2,32.77611,-96.78046,Entire home/apt,93,4,22,2024-05-28,0.83,5,127,14,
53722424,Entire 2bedroom apartment with balcony,230830540,Tiara,,District 13,32.86971,-96.75665,Entire home/apt,20,1,1,2021-12-10,0.03,1,100,0,
53727212,Big Backyard • 20min to AT&T Stadium or Deep Ellum,258350158,Daniel,,District 3,32.65931,-96.96831,Entire home/apt,198,1,83,2024-05-27,2.72,1,174,25,
53733819,Your Vibrant Dallas Getaway Home,34693825,Tal,,District 4,32.74314,-96.79908,Entire home/apt,217,1,55,2024-04-29,1.85,5,358,30,
53737426,"Stunning Dallas Home | Beautiful Yard, Big Groups",389385913,Marina,,District 13,32.90305,-96.8592,Entire home/apt,311,1,32,2024-05-27,1.10,13,314,13,
53747957,Amyfinehouse |Modern 2BR Loft|Pool+Wifi+Desk+Valet,36151189,Grace,,District 2,32.77818,-96.7961,Entire home/apt,176,1,70,2024-06-02,2.30,38,238,20,
53751972,Modern | 2 TV | king | free parking | W/D,112593570,Max,,District 11,32.9302,-96.82128,Entire home/apt,137,84,0,,,24,343,0,
